HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
80.0,117,80,92,5.7,71.3,8.2,16,98,Healthy,NORMAL
80.0,116,81,93,5.8,71.8,8.2,16,98,Healthy,NORMAL
80.0,115,81,92,5.8,72.1,8.2,16,98,Healthy,NORMAL
80.0,114,81,92,5.8,72.4,8.0,16,98,Healthy,NORMAL
80.0,114,81,92,5.8,72.2,8.0,16,98,Healthy,NORMAL
80.0,115,80,92,5.8,72.5,8.0,16,98,Healthy,NORMAL
80.0,115,80,92,5.8,72.4,8.2,16,98,Healthy,NORMAL
80.0,116,79,91,5.8,72.1,8.0,16,98,Healthy,NORMAL
80.0,117,78,91,5.8,72.3,8.1,16,98,Healthy,NORMAL
80.0,118,78,91,5.8,72.3,8.0,16,98,Healthy,NORMAL
80.0,118,79,92,5.8,72.7,7.9,16,98,Healthy,NORMAL
80.0,117,80,92,5.8,72.7,7.8,16,98,Healthy,NORMAL
80.0,116,79,91,5.8,72.8,7.8,16,98,Healthy,NORMAL
80.0,115,79,91,5.9,73.3,7.6,16,98,Healthy,NORMAL
80.0,114,80,91,5.9,73.4,7.8,16,98,Healthy,NORMAL
80.0,114,80,91,5.9,73.5,7.9,16,98,Healthy,NORMAL
80.0,114,81,92,5.9,73.2,8.1,16,98,Healthy,NORMAL
80.0,115,81,92,5.9,73.7,8.2,16,98,Healthy,NORMAL
80.0,114,82,93,5.9,73.4,8.2,16,98,Healthy,NORMAL
80.0,114,82,93,5.9,73.6,8.3,16,98,Healthy,NORMAL
80.0,113,83,93,5.9,73.7,8.4,16,98,Healthy,NORMAL
80.0,114,83,93,5.9,73.8,8.4,16,98,Healthy,NORMAL
80.0,113,82,92,5.9,73.4,8.2,16,98,Healthy,NORMAL
80.0,114,81,92,5.8,73.1,8.1,16,98,Healthy,NORMAL
80.0,113,81,92,5.8,72.8,8.2,16,98,Healthy,NORMAL
80.0,112,82,92,5.8,72.9,8.2,16,98,Healthy,NORMAL
80.0,111,81,91,5.8,72.8,8.2,16,98,Healthy,NORMAL
80.0,111,80,90,5.8,73.0,8.3,16,98,Healthy,NORMAL
80.0,110,79,89,5.8,72.6,8.3,16,98,Healthy,NORMAL
80.0,110,80,90,5.8,72.8,8.3,16,98,Healthy,NORMAL
80.0,111,81,91,5.9,73.2,8.4,16,98,Healthy,NORMAL
80.0,110,80,90,5.9,73.2,8.3,16,98,Healthy,NORMAL
80.0,111,79,90,5.8,72.9,8.4,16,98,Healthy,NORMAL
80.0,111,79,90,5.8,72.5,8.2,16,98,Healthy,NORMAL
80.0,111,80,90,5.8,72.1,8.1,16,98,Healthy,NORMAL
80.0,111,80,90,5.7,71.8,8.0,16,98,Healthy,NORMAL
80.0,111,81,91,5.8,72.2,7.9,16,98,Healthy,NORMAL
80.0,112,82,92,5.8,71.9,7.9,16,98,Healthy,NORMAL
80.0,112,81,91,5.8,71.9,7.9,16,98,Healthy,NORMAL
80.0,111,82,92,5.7,71.8,8.0,16,98,Healthy,NORMAL
80.0,112,82,92,5.7,71.4,8.1,16,98,Healthy,NORMAL
80.0,113,82,92,5.7,71.3,8.1,16,98,Healthy,NORMAL
80.0,113,81,92,5.7,71.4,8.3,16,98,Healthy,NORMAL
80.0,112,81,91,5.7,71.6,8.5,16,98,Healthy,NORMAL
80.0,112,80,91,5.7,71.6,8.5,16,98,Healthy,NORMAL
80.0,112,80,91,5.7,71.8,8.6,16,98,Healthy,NORMAL
80.0,111,80,90,5.7,71.4,8.7,16,98,Healthy,NORMAL
80.0,110,80,90,5.7,70.9,8.7,16,98,Healthy,NORMAL
80.0,111,80,90,5.7,70.6,8.6,16,98,Healthy,NORMAL
80.0,112,79,90,5.7,70.6,8.5,16,98,Healthy,NORMAL
80.0,112,80,91,5.7,70.7,8.4,16,98,Healthy,NORMAL
80.0,113,79,90,5.7,70.9,8.5,16,98,Healthy,NORMAL
80.0,113,79,90,5.6,70.6,8.5,16,98,Healthy,NORMAL
80.0,114,79,91,5.6,70.5,8.5,16,98,Healthy,NORMAL
80.0,115,78,90,5.7,71.0,8.7,16,98,Healthy,NORMAL
80.0,114,78,90,5.7,71.3,8.9,16,98,Healthy,NORMAL
80.0,113,78,90,5.7,71.1,9.1,16,98,Healthy,NORMAL
80.0,113,78,90,5.7,71.2,9.1,16,98,Healthy,NORMAL
80.0,113,79,90,5.7,71.7,9.0,16,98,Healthy,NORMAL
80.0,112,78,89,5.7,71.2,9.0,16,98,Healthy,NORMAL
80.0,111,79,90,5.7,71.6,8.9,16,98,Healthy,NORMAL
80.0,112,78,89,5.7,71.3,9.1,16,98,Healthy,NORMAL
80.0,113,78,90,5.7,71.6,8.9,16,98,Healthy,NORMAL
80.0,113,78,90,5.7,71.7,8.7,16,98,Healthy,NORMAL
80.0,112,79,90,5.8,72.1,8.7,16,98,Healthy,NORMAL
80.0,112,78,89,5.8,72.0,8.5,16,98,Healthy,NORMAL
80.0,112,77,89,5.7,71.5,8.7,16,98,Healthy,NORMAL
80.0,113,78,90,5.7,71.6,8.8,16,98,Healthy,NORMAL
80.0,113,78,90,5.8,72.0,8.6,16,98,Healthy,NORMAL
80.0,114,79,91,5.8,72.5,8.7,16,98,Healthy,NORMAL
80.0,113,79,90,5.8,72.3,8.8,16,98,Healthy,NORMAL
80.0,112,80,91,5.8,72.2,8.9,16,98,Healthy,NORMAL
80.0,111,79,90,5.8,72.0,8.9,16,98,Healthy,NORMAL
80.0,110,80,90,5.8,72.5,8.8,16,98,Healthy,NORMAL
80.0,109,80,90,5.8,72.6,9.0,16,98,Healthy,NORMAL
80.0,110,79,89,5.8,73.0,9.2,16,98,Healthy,NORMAL
80.0,109,79,89,5.8,72.8,9.1,16,98,Healthy,NORMAL
80.0,108,79,89,5.8,72.5,9.2,16,98,Healthy,NORMAL
80.0,109,79,89,5.8,72.3,9.3,16,98,Healthy,NORMAL
80.0,108,80,89,5.8,72.1,9.3,16,98,Healthy,NORMAL
80.0,109,80,90,5.8,71.8,9.5,16,98,Healthy,NORMAL
80.0,109,80,90,5.7,71.6,9.4,16,98,Healthy,NORMAL
80.0,108,80,89,5.8,71.9,9.3,16,98,Healthy,NORMAL
80.0,108,81,90,5.8,72.0,9.4,16,98,Healthy,NORMAL
80.0,109,80,90,5.8,72.3,9.4,16,98,Healthy,NORMAL
80.0,108,80,89,5.8,72.7,9.2,16,98,Healthy,NORMAL
80.0,109,80,90,5.8,72.2,9.1,16,98,Healthy,NORMAL
80.0,108,79,89,5.8,72.0,9.1,16,98,Healthy,NORMAL
80.0,108,79,89,5.8,72.2,9.1,16,98,Healthy,NORMAL
80.0,107,78,88,5.8,72.5,9.2,16,98,Healthy,NORMAL
80.0,108,79,89,5.8,72.7,9.1,16,98,Healthy,NORMAL
80.0,109,78,88,5.8,72.3,8.9,16,98,Healthy,NORMAL
80.0,109,79,89,5.8,72.4,9.0,16,98,Healthy,NORMAL
80.0,109,80,90,5.8,72.1,8.8,16,98,Healthy,NORMAL
80.0,108,81,90,5.8,72.3,8.9,16,98,Healthy,NORMAL
80.0,109,82,91,5.8,72.5,8.8,16,98,Healthy,NORMAL
80.0,110,82,91,5.8,72.3,8.9,16,98,Healthy,NORMAL
80.0,111,82,92,5.8,72.3,9.0,16,98,Healthy,NORMAL
80.0,111,81,91,5.8,72.7,9.0,16,98,Healthy,NORMAL
80.0,112,81,91,5.8,72.5,8.9,16,98,Healthy,NORMAL
80.0,113,82,92,5.8,72.8,8.8,16,98,Healthy,NORMAL
80.0,114,82,93,5.8,72.4,8.6,16,98,Healthy,NORMAL
80.0,113,82,92,5.8,72.8,8.5,16,98,Healthy,NORMAL
80.0,113,83,93,5.8,73.2,8.7,16,98,Healthy,NORMAL
80.0,112,82,92,5.8,72.9,8.6,16,98,Healthy,NORMAL
80.0,112,82,92,5.9,73.4,8.5,16,98,Healthy,NORMAL
80.0,113,83,93,5.9,73.3,8.6,16,98,Healthy,NORMAL
80.0,114,83,93,5.9,73.8,8.5,16,98,Healthy,NORMAL
80.0,113,83,93,5.9,74.2,8.6,16,98,Healthy,NORMAL
80.0,112,84,93,5.9,73.9,8.4,16,98,Healthy,NORMAL
80.0,113,85,94,5.9,73.9,8.5,16,98,Healthy,NORMAL
80.0,114,84,94,5.9,74.3,8.6,16,98,Healthy,NORMAL
80.0,114,83,93,5.9,74.2,8.6,16,98,Healthy,NORMAL
80.0,113,82,92,6.0,74.5,8.8,16,98,Healthy,NORMAL
80.0,113,81,92,6.0,74.8,8.6,16,98,Healthy,NORMAL
80.0,114,81,92,6.0,74.8,8.7,16,98,Healthy,NORMAL
80.0,113,82,92,6.0,74.7,8.9,16,98,Healthy,NORMAL
80.0,112,83,93,6.0,74.8,8.9,16,98,Healthy,NORMAL
80.0,112,83,93,6.0,74.6,8.8,16,98,Healthy,NORMAL
80.0,113,84,94,6.0,74.8,9.0,16,98,Healthy,NORMAL
80.0,113,83,93,6.0,75.0,8.9,16,98,Healthy,NORMAL
80.0,113,84,94,6.0,74.6,9.1,16,98,Healthy,NORMAL
80.0,112,84,93,6.0,74.6,9.2,16,98,Healthy,NORMAL
80.0,111,84,93,6.0,74.6,9.2,16,98,Healthy,NORMAL
80.0,112,85,94,6.0,74.3,9.2,16,98,Healthy,NORMAL
80.0,112,86,95,6.0,74.7,9.4,16,98,Healthy,NORMAL
80.0,111,86,94,5.9,74.3,9.5,16,98,Healthy,NORMAL
80.0,111,85,94,6.0,74.5,9.3,16,98,Healthy,NORMAL
80.0,110,85,93,6.0,74.6,9.2,16,98,Healthy,NORMAL
80.0,110,86,94,6.0,75.1,9.1,16,98,Healthy,NORMAL
80.0,109,87,94,6.0,75.6,9.2,16,98,Healthy,NORMAL
80.0,109,87,94,6.1,76.0,9.3,16,98,Healthy,NORMAL
80.0,109,87,94,6.1,76.0,9.5,16,98,Healthy,NORMAL
80.0,108,87,94,6.1,75.8,9.4,16,98,Healthy,NORMAL
80.0,107,86,93,6.1,76.2,9.6,16,98,Healthy,NORMAL
80.0,106,85,92,6.1,76.4,9.6,16,98,Healthy,NORMAL
80.0,106,86,93,6.2,76.8,9.4,16,98,Healthy,NORMAL
80.0,107,87,94,6.1,76.6,9.5,16,98,Healthy,NORMAL
80.0,106,88,94,6.1,76.6,9.7,16,98,Healthy,NORMAL
80.0,105,87,93,6.2,76.8,9.9,16,98,Healthy,NORMAL
80.0,104,87,93,6.1,76.3,9.8,16,98,Healthy,NORMAL
80.0,104,86,92,6.1,76.2,9.7,16,98,Healthy,NORMAL
80.0,103,87,92,6.1,76.7,9.6,16,98,Healthy,NORMAL
80.0,102,88,93,6.1,76.3,9.4,16,98,Healthy,NORMAL
80.0,102,89,93,6.1,76.7,9.2,16,98,Healthy,NORMAL
80.0,102,88,93,6.1,76.8,9.3,16,98,Healthy,NORMAL
80.0,102,87,92,6.1,76.8,9.3,16,98,Healthy,NORMAL
80.0,103,88,93,6.2,76.8,9.2,16,98,Healthy,NORMAL
80.0,104,89,94,6.1,76.7,9.3,16,98,Healthy,NORMAL
80.0,105,89,94,6.1,76.4,9.5,16,98,Healthy,NORMAL
80.0,106,90,95,6.2,76.9,9.3,16,98,Healthy,NORMAL
80.0,105,89,94,6.1,76.7,9.3,16,98,Healthy,NORMAL
80.0,106,90,95,6.2,76.9,9.5,16,98,Healthy,NORMAL
80.0,105,90,95,6.2,77.0,9.4,16,98,Healthy,NORMAL
80.0,104,90,95,6.1,76.5,9.2,16,98,Healthy,NORMAL
80.0,105,91,96,6.2,76.8,9.2,16,98,Healthy,NORMAL
80.0,105,91,96,6.1,76.5,9.0,16,98,Healthy,NORMAL
80.0,106,92,97,6.1,76.4,8.8,16,98,Healthy,NORMAL
80.0,107,92,97,6.1,76.4,8.7,16,98,Healthy,NORMAL
80.0,106,91,96,6.1,76.0,8.6,16,98,Healthy,NORMAL
80.0,107,90,96,6.1,76.4,8.6,16,98,Healthy,NORMAL
80.0,107,90,96,6.1,75.9,8.5,16,98,Healthy,NORMAL
80.0,108,90,96,6.0,75.6,8.5,16,98,Healthy,NORMAL
80.0,109,91,97,6.0,75.2,8.4,16,98,Healthy,NORMAL
80.0,109,90,96,6.0,75.0,8.5,16,98,Healthy,NORMAL
80.0,108,91,97,6.0,74.7,8.6,16,98,Healthy,NORMAL
80.0,109,92,98,6.0,74.7,8.5,16,98,Healthy,NORMAL
80.0,109,93,98,6.0,74.4,8.3,16,98,Healthy,NORMAL
80.0,108,92,97,5.9,74.0,8.4,16,98,Healthy,NORMAL
80.0,107,93,98,5.9,74.2,8.4,16,98,Healthy,NORMAL
80.0,107,94,98,5.9,74.2,8.5,16,98,Healthy,NORMAL
80.0,107,93,98,5.9,73.8,8.6,16,98,Healthy,NORMAL
80.0,107,92,97,5.9,73.9,8.4,16,98,Healthy,NORMAL
80.0,108,91,97,5.9,73.8,8.4,16,98,Healthy,NORMAL
80.0,109,92,98,5.9,74.2,8.5,16,98,Healthy,NORMAL
80.0,109,92,98,5.9,73.9,8.3,16,98,Healthy,NORMAL
80.0,109,93,98,5.9,73.5,8.2,16,98,Healthy,NORMAL
80.0,108,93,98,5.9,73.7,8.3,16,98,Healthy,NORMAL
80.0,107,94,98,5.9,73.4,8.1,16,98,Healthy,NORMAL
80.0,106,95,99,5.8,73.2,8.2,16,98,Healthy,NORMAL
80.0,106,94,98,5.8,73.1,8.3,16,98,Healthy,NORMAL
80.0,105,94,98,5.8,73.1,8.2,16,98,Healthy,NORMAL
80.0,106,93,97,5.8,73.0,8.0,16,98,Healthy,NORMAL
80.0,105,92,96,5.8,72.9,8.1,16,98,Healthy,NORMAL
80.0,105,93,97,5.9,73.3,8.1,16,98,Healthy,NORMAL
80.0,104,93,97,5.9,73.5,8.0,16,98,Healthy,NORMAL
80.0,105,92,96,5.9,73.5,7.9,16,98,Healthy,NORMAL
80.0,106,91,96,5.9,73.4,7.9,16,98,Healthy,NORMAL
80.0,106,91,96,5.8,73.0,7.8,16,98,Healthy,NORMAL
80.0,105,91,96,5.8,73.2,7.7,16,98,Healthy,NORMAL
80.0,105,92,96,5.8,72.7,7.8,16,98,Healthy,NORMAL
80.0,104,92,96,5.8,73.1,7.8,16,98,Healthy,NORMAL
80.0,104,93,97,5.8,72.8,7.9,16,98,Healthy,NORMAL
80.0,103,93,96,5.8,72.5,7.9,16,98,Healthy,NORMAL
80.0,104,94,97,5.8,72.5,7.8,16,98,Healthy,NORMAL
80.0,103,94,97,5.8,72.8,7.7,16,98,Healthy,NORMAL
80.0,102,94,97,5.8,72.5,7.8,16,98,Healthy,NORMAL
80.0,101,94,96,5.8,72.7,7.9,16,98,Healthy,NORMAL
80.0,100,95,97,5.8,72.2,8.1,16,98,Healthy,NORMAL
80.0,101,95,97,5.8,71.9,8.1,16,98,Healthy,NORMAL
80.0,102,94,97,5.7,71.7,8.0,16,98,Healthy,NORMAL
80.0,101,94,96,5.7,71.3,8.0,16,98,Healthy,NORMAL
80.0,100,95,97,5.7,71.3,8.1,16,98,Healthy,NORMAL
80.0,99,95,96,5.7,71.4,8.1,16,98,Healthy,NORMAL
80.0,99,95,96,5.8,71.9,8.1,16,98,Healthy,NORMAL
80.0,98,95,96,5.8,72.1,8.3,16,98,Healthy,NORMAL
80.0,99,94,96,5.8,72.6,8.4,16,98,Healthy,NORMAL
80.0,100,93,95,5.8,72.8,8.3,16,98,Healthy,NORMAL
80.0,100,93,95,5.8,72.8,8.1,16,98,Healthy,NORMAL
80.0,99,92,94,5.8,72.8,8.3,16,98,Healthy,NORMAL
80.0,100,92,95,5.8,72.5,8.3,16,98,Healthy,NORMAL
80.0,101,91,94,5.8,72.1,8.3,16,98,Healthy,NORMAL
80.0,100,90,93,5.8,72.3,8.2,16,98,Healthy,NORMAL
80.0,99,89,92,5.8,72.8,8.3,16,98,Healthy,NORMAL
80.0,99,89,92,5.8,72.4,8.3,16,98,Healthy,NORMAL
80.0,98,88,91,5.8,72.6,8.2,16,98,Healthy,NORMAL
80.0,97,89,92,5.8,72.9,8.2,16,98,Healthy,NORMAL
80.0,96,90,92,5.8,73.1,8.3,16,98,Healthy,NORMAL
80.0,96,89,91,5.8,72.6,8.2,16,98,Healthy,NORMAL
80.0,95,90,92,5.8,72.6,8.3,16,98,Healthy,NORMAL
80.0,96,89,91,5.8,72.5,8.1,16,98,Healthy,NORMAL
80.0,97,90,92,5.8,72.1,8.2,16,98,Healthy,NORMAL
80.0,96,91,93,5.8,72.0,8.2,16,98,Healthy,NORMAL
80.0,97,91,93,5.8,71.9,8.2,16,98,Healthy,NORMAL
80.0,97,90,92,5.8,71.9,8.2,16,98,Healthy,NORMAL
80.0,96,90,92,5.8,72.1,8.1,16,98,Healthy,NORMAL
80.0,95,90,92,5.7,71.8,8.0,16,98,Healthy,NORMAL
80.0,96,91,93,5.8,71.9,7.9,16,98,Healthy,NORMAL
80.0,97,91,93,5.8,72.0,8.0,16,98,Healthy,NORMAL
80.0,96,92,93,5.8,72.2,8.1,16,98,Healthy,NORMAL
80.0,95,91,92,5.8,72.0,7.9,16,98,Healthy,NORMAL
80.0,94,91,92,5.8,71.9,8.1,16,98,Healthy,NORMAL
80.0,93,90,91,5.8,71.9,8.1,16,98,Healthy,NORMAL
80.0,94,90,91,5.7,71.6,8.3,16,98,Healthy,NORMAL
80.0,95,90,92,5.7,71.2,8.1,16,98,Healthy,NORMAL
80.0,96,90,92,5.7,70.8,8.1,16,98,Healthy,NORMAL
80.0,96,89,91,5.7,71.0,8.0,16,98,Healthy,NORMAL
80.0,95,89,91,5.7,71.3,8.1,16,98,Healthy,NORMAL
80.0,94,89,91,5.7,71.2,8.1,16,98,Healthy,NORMAL
80.0,93,88,90,5.7,70.7,8.2,16,98,Healthy,NORMAL
80.0,92,87,89,5.7,70.8,8.2,16,98,Healthy,NORMAL
80.0,93,87,89,5.7,71.1,8.0,16,98,Healthy,NORMAL
80.0,94,88,90,5.7,71.0,8.1,16,98,Healthy,NORMAL
80.0,94,87,89,5.6,70.5,8.2,16,98,Healthy,NORMAL
80.0,95,86,89,5.6,70.2,8.3,16,98,Healthy,NORMAL
80.0,96,85,89,5.6,70.0,8.5,16,98,Healthy,NORMAL
80.0,97,85,89,5.6,70.4,8.5,16,98,Healthy,NORMAL
80.0,96,84,88,5.6,70.2,8.5,16,98,Healthy,NORMAL
80.0,97,83,88,5.6,70.5,8.5,16,98,Healthy,NORMAL
80.0,98,84,89,5.7,70.9,8.4,16,98,Healthy,NORMAL
80.0,98,83,88,5.6,70.6,8.5,16,98,Healthy,NORMAL
80.0,99,82,88,5.7,71.0,8.3,16,98,Healthy,NORMAL
80.0,100,82,88,5.7,71.1,8.1,16,98,Healthy,NORMAL
80.0,100,83,89,5.7,71.6,8.2,16,98,Healthy,NORMAL
80.0,99,83,88,5.7,71.5,8.4,16,98,Healthy,NORMAL
80.0,100,84,89,5.7,71.8,8.5,16,98,Healthy,NORMAL
80.0,99,84,89,5.8,71.9,8.4,16,98,Healthy,NORMAL
80.0,98,85,89,5.7,71.8,8.4,16,98,Healthy,NORMAL
80.0,99,84,89,5.7,71.7,8.5,16,98,Healthy,NORMAL
80.0,100,83,89,5.7,71.7,8.5,16,98,Healthy,NORMAL
80.0,100,82,88,5.7,71.3,8.4,16,98,Healthy,NORMAL
80.0,99,82,88,5.7,71.4,8.3,16,98,Healthy,NORMAL
80.0,98,83,88,5.7,71.6,8.4,16,98,Healthy,NORMAL
80.0,98,82,87,5.7,71.7,8.3,16,98,Healthy,NORMAL
80.0,99,81,87,5.8,72.1,8.3,16,98,Healthy,NORMAL
80.0,100,80,87,5.8,72.1,8.2,16,98,Healthy,NORMAL
80.0,100,81,87,5.7,71.7,8.1,16,98,Healthy,NORMAL
80.0,101,80,87,5.7,71.5,8.3,16,98,Healthy,NORMAL
80.0,102,79,87,5.7,71.0,8.4,16,98,Healthy,NORMAL
80.0,102,79,87,5.7,70.9,8.3,16,98,Healthy,NORMAL
80.0,103,78,86,5.7,71.3,8.3,16,98,Healthy,NORMAL
80.0,102,78,86,5.7,70.8,8.3,16,98,Healthy,NORMAL
80.0,101,77,85,5.7,70.9,8.2,16,98,Healthy,NORMAL
80.0,102,78,86,5.7,71.0,8.1,16,98,Healthy,NORMAL
80.0,101,79,86,5.7,71.1,8.0,16,98,Healthy,NORMAL
80.0,101,79,86,5.7,71.4,8.0,16,98,Healthy,NORMAL
80.0,100,79,86,5.7,71.4,8.0,16,98,Healthy,NORMAL
80.0,101,80,87,5.7,71.3,7.8,16,98,Healthy,NORMAL
80.0,100,80,87,5.7,71.1,8.0,16,98,Healthy,NORMAL
80.0,101,81,88,5.7,70.6,7.8,16,98,Healthy,NORMAL
80.0,102,82,89,5.6,70.3,7.8,16,98,Healthy,NORMAL
80.0,102,83,89,5.6,70.4,7.7,16,98,Healthy,NORMAL
80.0,103,83,90,5.6,70.5,7.5,16,98,Healthy,NORMAL
80.0,104,84,91,5.6,70.5,7.5,16,98,Healthy,NORMAL
80.0,104,85,91,5.6,70.0,7.5,16,98,Healthy,NORMAL
80.0,104,84,91,5.6,70.2,7.5,16,98,Healthy,NORMAL
80.0,103,85,91,5.6,69.7,7.6,16,98,Healthy,NORMAL
80.0,102,84,90,5.6,69.6,7.6,16,98,Healthy,NORMAL
80.0,102,83,89,5.5,69.2,7.4,16,98,Healthy,NORMAL
80.0,103,82,89,5.5,69.0,7.5,16,98,Healthy,NORMAL
80.0,103,83,90,5.5,69.2,7.6,16,98,Healthy,NORMAL
80.0,102,83,89,5.6,69.5,7.7,16,98,Healthy,NORMAL
80.0,103,83,90,5.6,69.8,7.7,16,98,Healthy,NORMAL
80.0,103,82,89,5.6,70.0,7.6,16,98,Healthy,NORMAL
80.0,103,82,89,5.6,70.0,7.6,16,98,Healthy,NORMAL
80.0,104,81,89,5.6,70.5,7.8,16,98,Healthy,NORMAL
80.0,103,82,89,5.6,70.4,7.7,16,98,Healthy,NORMAL
80.0,104,83,90,5.6,70.3,7.6,16,98,Healthy,NORMAL
80.0,103,82,89,5.7,70.6,7.5,16,98,Healthy,NORMAL
80.0,102,83,89,5.7,70.9,7.3,16,98,Healthy,NORMAL
80.0,102,84,90,5.7,71.1,7.3,16,98,Healthy,NORMAL
80.0,101,83,89,5.7,71.4,7.3,16,98,Healthy,NORMAL
80.0,102,83,89,5.7,71.6,7.2,16,98,Healthy,NORMAL
80.0,101,82,88,5.8,71.9,7.1,16,98,Healthy,NORMAL
80.0,101,82,88,5.8,72.1,7.2,16,98,Healthy,NORMAL
80.0,102,82,89,5.8,72.6,7.2,16,98,Healthy,NORMAL
80.0,101,81,88,5.8,72.9,7.1,16,98,Healthy,NORMAL
80.0,102,82,89,5.8,72.8,7.1,16,98,Healthy,NORMAL
80.0,101,83,89,5.8,72.7,7.0,16,98,Healthy,NORMAL
80.0,101,84,90,5.8,72.3,7.1,16,98,Healthy,NORMAL
80.0,101,83,89,5.8,72.7,7.3,16,98,Healthy,NORMAL
80.0,102,84,90,5.8,72.6,7.3,16,98,Healthy,NORMAL
80.0,103,85,91,5.8,72.2,7.1,16,98,Healthy,NORMAL
80.0,103,84,90,5.8,72.1,7.1,16,98,Healthy,NORMAL
80.0,102,84,90,5.8,72.0,7.3,16,98,Healthy,NORMAL
80.0,101,85,90,5.8,72.2,7.3,16,98,Healthy,NORMAL
80.0,100,86,91,5.8,72.4,7.4,16,98,Healthy,NORMAL
80.0,100,86,91,5.8,72.2,7.2,16,98,Healthy,NORMAL
80.0,101,87,92,5.8,72.5,7.0,16,98,Healthy,NORMAL
80.0,101,86,91,5.8,72.9,6.9,16,98,Healthy,NORMAL
80.0,102,86,91,5.8,72.9,7.0,16,98,Healthy,NORMAL
80.0,103,87,92,5.8,72.4,6.9,16,98,Healthy,NORMAL
80.0,102,87,92,5.8,72.5,6.9,16,98,Healthy,NORMAL
80.0,103,87,92,5.8,72.7,6.9,16,98,Healthy,NORMAL
80.0,102,87,92,5.8,72.7,6.8,16,98,Healthy,NORMAL
80.0,102,88,93,5.8,72.3,6.9,16,98,Healthy,NORMAL
80.0,101,88,92,5.8,72.1,6.9,16,98,Healthy,NORMAL
80.0,102,87,92,5.7,71.8,7.0,16,98,Healthy,NORMAL
80.0,103,86,92,5.8,71.9,6.9,16,98,Healthy,NORMAL
80.0,104,86,92,5.8,72.0,7.1,16,98,Healthy,NORMAL
80.0,103,87,92,5.8,71.9,7.0,16,98,Healthy,NORMAL
80.0,103,88,93,5.7,71.7,7.2,16,98,Healthy,NORMAL
80.0,103,87,92,5.7,71.4,7.1,16,98,Healthy,NORMAL
80.0,102,86,91,5.7,71.3,7.3,16,98,Healthy,NORMAL
80.0,102,87,92,5.7,71.4,7.3,16,98,Healthy,NORMAL
80.0,102,87,92,5.7,70.9,7.4,16,98,Healthy,NORMAL
80.0,101,86,91,5.6,70.5,7.2,16,98,Healthy,NORMAL
80.0,100,87,91,5.7,71.0,7.1,16,98,Healthy,NORMAL
80.0,99,86,90,5.7,71.1,7.2,16,98,Healthy,NORMAL
80.0,98,86,90,5.7,70.7,7.1,16,98,Healthy,NORMAL
80.0,99,87,91,5.7,70.6,6.9,16,98,Healthy,NORMAL
80.0,98,87,91,5.7,70.9,6.8,16,98,Healthy,NORMAL
80.0,97,86,90,5.7,71.1,6.7,16,98,Healthy,NORMAL
80.0,98,87,91,5.7,71.2,6.9,16,98,Healthy,NORMAL
80.0,98,88,91,5.7,71.0,7.0,16,98,Healthy,NORMAL
80.0,97,88,91,5.7,71.4,6.8,16,98,Healthy,NORMAL
80.0,96,87,90,5.7,71.3,6.9,16,98,Healthy,NORMAL
80.0,97,86,90,5.7,70.9,7.0,16,98,Healthy,NORMAL
80.0,97,85,89,5.7,71.2,6.9,16,98,Healthy,NORMAL
80.0,96,84,88,5.7,71.1,7.0,16,98,Healthy,NORMAL
80.0,96,85,89,5.7,71.4,6.8,16,98,Healthy,NORMAL
80.0,97,84,88,5.7,71.5,7.0,16,98,Healthy,NORMAL
80.0,96,85,89,5.7,71.7,6.9,16,98,Healthy,NORMAL
80.0,97,85,89,5.7,71.5,6.7,16,98,Healthy,NORMAL
80.0,96,85,89,5.7,71.1,6.8,16,98,Healthy,NORMAL
80.0,96,86,89,5.7,70.8,6.6,16,98,Healthy,NORMAL
80.0,97,85,89,5.7,70.7,6.6,16,98,Healthy,NORMAL
80.0,96,85,89,5.6,70.3,6.5,16,98,Healthy,NORMAL
80.0,95,84,88,5.7,70.8,6.6,16,98,Healthy,NORMAL
80.0,94,85,88,5.7,71.0,6.6,16,98,Healthy,NORMAL
80.0,93,85,88,5.7,70.9,6.5,16,98,Healthy,NORMAL
80.0,94,85,88,5.7,70.9,6.4,16,98,Healthy,NORMAL
80.0,94,85,88,5.7,70.7,6.3,16,98,Healthy,NORMAL
80.0,95,85,88,5.7,71.1,6.4,16,98,Healthy,NORMAL
80.0,94,86,89,5.7,70.9,6.6,16,98,Healthy,NORMAL
80.0,95,85,88,5.7,70.9,6.6,16,98,Healthy,NORMAL
80.0,95,85,88,5.7,71.1,6.5,16,98,Healthy,NORMAL
80.0,96,85,89,5.7,71.1,6.4,16,98,Healthy,NORMAL
80.0,95,85,88,5.7,71.1,6.5,16,98,Healthy,NORMAL
80.0,94,86,89,5.7,70.9,6.6,16,98,Healthy,NORMAL
80.0,94,87,89,5.7,70.8,6.5,16,98,Healthy,NORMAL
80.0,93,87,89,5.7,70.9,6.7,16,98,Healthy,NORMAL
80.0,94,87,89,5.7,70.7,6.9,16,98,Healthy,NORMAL
80.0,94,86,89,5.7,71.1,6.7,16,98,Healthy,NORMAL
80.0,95,85,88,5.7,71.3,6.9,16,98,Healthy,NORMAL
80.0,94,84,87,5.7,70.8,6.9,16,98,Healthy,NORMAL
80.0,93,83,86,5.6,70.5,6.9,16,98,Healthy,NORMAL
